keyword,nhom_adgroup,intent_tier,loai_hinh,khu_vuc,match_type,uu_tien,ghi_chu,ngay_them
căn hộ quận 1,quan-1--generic-can-ho,T2_giao_dich,căn hộ,quận 1 (TP.HCM),exact,1,head term theo loại hình + khu vực | bản exact để kiểm soát bid,2026-07-28
căn hộ quận 1 giá,quan-1--gia-bang-gia,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
căn hộ quận 1 giá,quan-1--gia-bang-gia,T2_giao_dich,căn hộ,quận 1 (TP.HCM),exact,1,"intent hỏi giá, dẫn về block bảng giá LP | bản exact để kiểm soát bid",2026-07-28
căn hộ quận 1 bảng giá,quan-1--gia-bang-gia,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
căn hộ quận 1 bảng giá,quan-1--gia-bang-gia,T2_giao_dich,căn hộ,quận 1 (TP.HCM),exact,1,lead magnet: tải bảng giá | bản exact để kiểm soát bid,2026-07-28
căn hộ quận 1 giá bao nhiêu,quan-1--gia-bang-gia,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
căn hộ quận 1 giá bao nhiêu,quan-1--gia-bang-gia,T2_giao_dich,căn hộ,quận 1 (TP.HCM),exact,1,long-tail hỏi giá | bản exact để kiểm soát bid,2026-07-28
mua căn hộ quận 1,quan-1--mua-ban,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
mua căn hộ quận 1,quan-1--mua-ban,T2_giao_dich,căn hộ,quận 1 (TP.HCM),exact,1,intent mua trực tiếp | bản exact để kiểm soát bid,2026-07-28
bán căn hộ quận 1,quan-1--mua-ban,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,"cẩn thận: có thể là người bán, theo dõi search term",2026-07-28
căn hộ quận 1 mở bán,quan-1--mo-ban-moi,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,1,"intent hàng mới, CPL thường tốt nhất",2026-07-28
căn hộ quận 1 mở bán,quan-1--mo-ban-moi,T2_giao_dich,căn hộ,quận 1 (TP.HCM),exact,1,"intent hàng mới, CPL thường tốt nhất | bản exact để kiểm soát bid",2026-07-28
dự án căn hộ quận 1,quan-1--du-an-khu-vuc,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,1,duyệt danh mục dự án theo khu vực,2026-07-28
dự án căn hộ quận 1,quan-1--du-an-khu-vuc,T2_giao_dich,căn hộ,quận 1 (TP.HCM),exact,1,duyệt danh mục dự án theo khu vực | bản exact để kiểm soát bid,2026-07-28
dự án căn hộ mới quận 1,quan-1--mo-ban-moi,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,hàng mới ra,2026-07-28
căn hộ quận 1 sắp mở bán,quan-1--mo-ban-moi,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,giữ chỗ sớm,2026-07-28
căn hộ quận 1 trả góp,quan-1--tai-chinh,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,dẫn về block chính sách vay,2026-07-28
căn hộ quận 1 trả góp ngân hàng,quan-1--tai-chinh,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,hỗ trợ vay,2026-07-28
căn hộ quận 1 cao cấp,quan-1--phan-khuc-cao,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,phân khúc cao cấp,2026-07-28
căn hộ quận 1 bàn giao ngay,quan-1--san-sang-o,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,"nhu cầu ở ngay, chốt nhanh",2026-07-28
căn hộ quận 1 2 phòng ngủ,quan-1--cau-hinh-can,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ quận 1 3 phòng ngủ,quan-1--cau-hinh-can,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ quận 1 dưới 2 tỷ,quan-1--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ quận 1 dưới 3 tỷ,quan-1--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ quận 1 dưới 5 tỷ,quan-1--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 1 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
có nên mua căn hộ quận 1,quan-1--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 1 (TP.HCM),phrase,3,"top-funnel, đẩy về bài SEO + remarketing",2026-07-28
căn hộ quận 1 review,quan-1--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 1 (TP.HCM),phrase,3,cần negative 'lừa đảo',2026-07-28
căn hộ quận 1 đánh giá,quan-1--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 1 (TP.HCM),phrase,3,top-funnel,2026-07-28
căn hộ quận 1 pháp lý,quan-1--phap-ly,T3_nghien_cuu,căn hộ,quận 1 (TP.HCM),phrase,3,"quan tâm sổ hồng, giấy tờ",2026-07-28
căn hộ quận 1 tiến độ,quan-1--tien-do,T3_nghien_cuu,căn hộ,quận 1 (TP.HCM),phrase,3,"thường là khách đã mua, giá trị lead thấp hơn",2026-07-28
nên mua căn hộ quận 1 ở đâu,quan-1--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 1 (TP.HCM),phrase,3,top-funnel,2026-07-28
chung cư quận 1,quan-1--generic-chung-cu,T2_giao_dich,chung cư,quận 1 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
chung cư quận 1 giá,quan-1--gia-bang-gia,T2_giao_dich,chung cư,quận 1 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
chung cư quận 1 bảng giá,quan-1--gia-bang-gia,T2_giao_dich,chung cư,quận 1 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
chung cư quận 1 giá bao nhiêu,quan-1--gia-bang-gia,T2_giao_dich,chung cư,quận 1 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua chung cư quận 1,quan-1--mua-ban,T2_giao_dich,chung cư,quận 1 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
officetel quận 1,quan-1--generic-officetel,T2_giao_dich,officetel,quận 1 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
officetel quận 1 giá,quan-1--gia-bang-gia,T2_giao_dich,officetel,quận 1 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
officetel quận 1 bảng giá,quan-1--gia-bang-gia,T2_giao_dich,officetel,quận 1 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
officetel quận 1 giá bao nhiêu,quan-1--gia-bang-gia,T2_giao_dich,officetel,quận 1 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua officetel quận 1,quan-1--mua-ban,T2_giao_dich,officetel,quận 1 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
nhà phố quận 1,quan-1--generic-nha-pho,T2_giao_dich,nhà phố,quận 1 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
nhà phố quận 1 giá,quan-1--gia-bang-gia,T2_giao_dich,nhà phố,quận 1 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
nhà phố quận 1 bảng giá,quan-1--gia-bang-gia,T2_giao_dich,nhà phố,quận 1 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
nhà phố quận 1 giá bao nhiêu,quan-1--gia-bang-gia,T2_giao_dich,nhà phố,quận 1 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua nhà phố quận 1,quan-1--mua-ban,T2_giao_dich,nhà phố,quận 1 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
căn hộ quận 3,quan-3--generic-can-ho,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
căn hộ quận 3,quan-3--generic-can-ho,T2_giao_dich,căn hộ,quận 3 (TP.HCM),exact,1,head term theo loại hình + khu vực | bản exact để kiểm soát bid,2026-07-28
căn hộ quận 3 giá,quan-3--gia-bang-gia,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
căn hộ quận 3 giá,quan-3--gia-bang-gia,T2_giao_dich,căn hộ,quận 3 (TP.HCM),exact,1,"intent hỏi giá, dẫn về block bảng giá LP | bản exact để kiểm soát bid",2026-07-28
căn hộ quận 3 bảng giá,quan-3--gia-bang-gia,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
căn hộ quận 3 bảng giá,quan-3--gia-bang-gia,T2_giao_dich,căn hộ,quận 3 (TP.HCM),exact,1,lead magnet: tải bảng giá | bản exact để kiểm soát bid,2026-07-28
căn hộ quận 3 giá bao nhiêu,quan-3--gia-bang-gia,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
căn hộ quận 3 giá bao nhiêu,quan-3--gia-bang-gia,T2_giao_dich,căn hộ,quận 3 (TP.HCM),exact,1,long-tail hỏi giá | bản exact để kiểm soát bid,2026-07-28
mua căn hộ quận 3,quan-3--mua-ban,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
mua căn hộ quận 3,quan-3--mua-ban,T2_giao_dich,căn hộ,quận 3 (TP.HCM),exact,1,intent mua trực tiếp | bản exact để kiểm soát bid,2026-07-28
bán căn hộ quận 3,quan-3--mua-ban,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,"cẩn thận: có thể là người bán, theo dõi search term",2026-07-28
căn hộ quận 3 mở bán,quan-3--mo-ban-moi,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,1,"intent hàng mới, CPL thường tốt nhất",2026-07-28
căn hộ quận 3 mở bán,quan-3--mo-ban-moi,T2_giao_dich,căn hộ,quận 3 (TP.HCM),exact,1,"intent hàng mới, CPL thường tốt nhất | bản exact để kiểm soát bid",2026-07-28
dự án căn hộ quận 3,quan-3--du-an-khu-vuc,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,1,duyệt danh mục dự án theo khu vực,2026-07-28
dự án căn hộ quận 3,quan-3--du-an-khu-vuc,T2_giao_dich,căn hộ,quận 3 (TP.HCM),exact,1,duyệt danh mục dự án theo khu vực | bản exact để kiểm soát bid,2026-07-28
dự án căn hộ mới quận 3,quan-3--mo-ban-moi,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,hàng mới ra,2026-07-28
căn hộ quận 3 sắp mở bán,quan-3--mo-ban-moi,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,giữ chỗ sớm,2026-07-28
căn hộ quận 3 trả góp,quan-3--tai-chinh,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,dẫn về block chính sách vay,2026-07-28
căn hộ quận 3 trả góp ngân hàng,quan-3--tai-chinh,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,hỗ trợ vay,2026-07-28
căn hộ quận 3 cao cấp,quan-3--phan-khuc-cao,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,phân khúc cao cấp,2026-07-28
căn hộ quận 3 bàn giao ngay,quan-3--san-sang-o,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,"nhu cầu ở ngay, chốt nhanh",2026-07-28
căn hộ quận 3 2 phòng ngủ,quan-3--cau-hinh-can,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ quận 3 3 phòng ngủ,quan-3--cau-hinh-can,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ quận 3 dưới 2 tỷ,quan-3--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ quận 3 dưới 3 tỷ,quan-3--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ quận 3 dưới 5 tỷ,quan-3--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 3 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
có nên mua căn hộ quận 3,quan-3--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 3 (TP.HCM),phrase,3,"top-funnel, đẩy về bài SEO + remarketing",2026-07-28
căn hộ quận 3 review,quan-3--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 3 (TP.HCM),phrase,3,cần negative 'lừa đảo',2026-07-28
căn hộ quận 3 đánh giá,quan-3--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 3 (TP.HCM),phrase,3,top-funnel,2026-07-28
căn hộ quận 3 pháp lý,quan-3--phap-ly,T3_nghien_cuu,căn hộ,quận 3 (TP.HCM),phrase,3,"quan tâm sổ hồng, giấy tờ",2026-07-28
căn hộ quận 3 tiến độ,quan-3--tien-do,T3_nghien_cuu,căn hộ,quận 3 (TP.HCM),phrase,3,"thường là khách đã mua, giá trị lead thấp hơn",2026-07-28
nên mua căn hộ quận 3 ở đâu,quan-3--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 3 (TP.HCM),phrase,3,top-funnel,2026-07-28
chung cư quận 3,quan-3--generic-chung-cu,T2_giao_dich,chung cư,quận 3 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
chung cư quận 3 giá,quan-3--gia-bang-gia,T2_giao_dich,chung cư,quận 3 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
chung cư quận 3 bảng giá,quan-3--gia-bang-gia,T2_giao_dich,chung cư,quận 3 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
chung cư quận 3 giá bao nhiêu,quan-3--gia-bang-gia,T2_giao_dich,chung cư,quận 3 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua chung cư quận 3,quan-3--mua-ban,T2_giao_dich,chung cư,quận 3 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
officetel quận 3,quan-3--generic-officetel,T2_giao_dich,officetel,quận 3 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
officetel quận 3 giá,quan-3--gia-bang-gia,T2_giao_dich,officetel,quận 3 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
officetel quận 3 bảng giá,quan-3--gia-bang-gia,T2_giao_dich,officetel,quận 3 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
officetel quận 3 giá bao nhiêu,quan-3--gia-bang-gia,T2_giao_dich,officetel,quận 3 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua officetel quận 3,quan-3--mua-ban,T2_giao_dich,officetel,quận 3 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
nhà phố quận 3,quan-3--generic-nha-pho,T2_giao_dich,nhà phố,quận 3 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
nhà phố quận 3 giá,quan-3--gia-bang-gia,T2_giao_dich,nhà phố,quận 3 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
nhà phố quận 3 bảng giá,quan-3--gia-bang-gia,T2_giao_dich,nhà phố,quận 3 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
nhà phố quận 3 giá bao nhiêu,quan-3--gia-bang-gia,T2_giao_dich,nhà phố,quận 3 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua nhà phố quận 3,quan-3--mua-ban,T2_giao_dich,nhà phố,quận 3 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
căn hộ quận 4,quan-4--generic-can-ho,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
căn hộ quận 4,quan-4--generic-can-ho,T2_giao_dich,căn hộ,quận 4 (TP.HCM),exact,1,head term theo loại hình + khu vực | bản exact để kiểm soát bid,2026-07-28
căn hộ quận 4 giá,quan-4--gia-bang-gia,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
căn hộ quận 4 giá,quan-4--gia-bang-gia,T2_giao_dich,căn hộ,quận 4 (TP.HCM),exact,1,"intent hỏi giá, dẫn về block bảng giá LP | bản exact để kiểm soát bid",2026-07-28
căn hộ quận 4 bảng giá,quan-4--gia-bang-gia,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
căn hộ quận 4 bảng giá,quan-4--gia-bang-gia,T2_giao_dich,căn hộ,quận 4 (TP.HCM),exact,1,lead magnet: tải bảng giá | bản exact để kiểm soát bid,2026-07-28
căn hộ quận 4 giá bao nhiêu,quan-4--gia-bang-gia,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
căn hộ quận 4 giá bao nhiêu,quan-4--gia-bang-gia,T2_giao_dich,căn hộ,quận 4 (TP.HCM),exact,1,long-tail hỏi giá | bản exact để kiểm soát bid,2026-07-28
mua căn hộ quận 4,quan-4--mua-ban,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
mua căn hộ quận 4,quan-4--mua-ban,T2_giao_dich,căn hộ,quận 4 (TP.HCM),exact,1,intent mua trực tiếp | bản exact để kiểm soát bid,2026-07-28
bán căn hộ quận 4,quan-4--mua-ban,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,"cẩn thận: có thể là người bán, theo dõi search term",2026-07-28
căn hộ quận 4 mở bán,quan-4--mo-ban-moi,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,1,"intent hàng mới, CPL thường tốt nhất",2026-07-28
căn hộ quận 4 mở bán,quan-4--mo-ban-moi,T2_giao_dich,căn hộ,quận 4 (TP.HCM),exact,1,"intent hàng mới, CPL thường tốt nhất | bản exact để kiểm soát bid",2026-07-28
dự án căn hộ quận 4,quan-4--du-an-khu-vuc,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,1,duyệt danh mục dự án theo khu vực,2026-07-28
dự án căn hộ quận 4,quan-4--du-an-khu-vuc,T2_giao_dich,căn hộ,quận 4 (TP.HCM),exact,1,duyệt danh mục dự án theo khu vực | bản exact để kiểm soát bid,2026-07-28
dự án căn hộ mới quận 4,quan-4--mo-ban-moi,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,hàng mới ra,2026-07-28
căn hộ quận 4 sắp mở bán,quan-4--mo-ban-moi,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,giữ chỗ sớm,2026-07-28
căn hộ quận 4 trả góp,quan-4--tai-chinh,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,dẫn về block chính sách vay,2026-07-28
căn hộ quận 4 trả góp ngân hàng,quan-4--tai-chinh,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,hỗ trợ vay,2026-07-28
căn hộ quận 4 cao cấp,quan-4--phan-khuc-cao,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,phân khúc cao cấp,2026-07-28
căn hộ quận 4 bàn giao ngay,quan-4--san-sang-o,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,"nhu cầu ở ngay, chốt nhanh",2026-07-28
căn hộ quận 4 2 phòng ngủ,quan-4--cau-hinh-can,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ quận 4 3 phòng ngủ,quan-4--cau-hinh-can,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,lọc theo cấu hình,2026-07-28
căn hộ quận 4 dưới 2 tỷ,quan-4--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ quận 4 dưới 3 tỷ,quan-4--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
căn hộ quận 4 dưới 5 tỷ,quan-4--phan-khuc-ngan-sach,T2_giao_dich,căn hộ,quận 4 (TP.HCM),phrase,2,phân khúc ngân sách,2026-07-28
có nên mua căn hộ quận 4,quan-4--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 4 (TP.HCM),phrase,3,"top-funnel, đẩy về bài SEO + remarketing",2026-07-28
căn hộ quận 4 review,quan-4--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 4 (TP.HCM),phrase,3,cần negative 'lừa đảo',2026-07-28
căn hộ quận 4 đánh giá,quan-4--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 4 (TP.HCM),phrase,3,top-funnel,2026-07-28
căn hộ quận 4 pháp lý,quan-4--phap-ly,T3_nghien_cuu,căn hộ,quận 4 (TP.HCM),phrase,3,"quan tâm sổ hồng, giấy tờ",2026-07-28
căn hộ quận 4 tiến độ,quan-4--tien-do,T3_nghien_cuu,căn hộ,quận 4 (TP.HCM),phrase,3,"thường là khách đã mua, giá trị lead thấp hơn",2026-07-28
nên mua căn hộ quận 4 ở đâu,quan-4--tu-van-quyet-dinh,T3_nghien_cuu,căn hộ,quận 4 (TP.HCM),phrase,3,top-funnel,2026-07-28
chung cư quận 4,quan-4--generic-chung-cu,T2_giao_dich,chung cư,quận 4 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
chung cư quận 4 giá,quan-4--gia-bang-gia,T2_giao_dich,chung cư,quận 4 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
chung cư quận 4 bảng giá,quan-4--gia-bang-gia,T2_giao_dich,chung cư,quận 4 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
chung cư quận 4 giá bao nhiêu,quan-4--gia-bang-gia,T2_giao_dich,chung cư,quận 4 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua chung cư quận 4,quan-4--mua-ban,T2_giao_dich,chung cư,quận 4 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
officetel quận 4,quan-4--generic-officetel,T2_giao_dich,officetel,quận 4 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
officetel quận 4 giá,quan-4--gia-bang-gia,T2_giao_dich,officetel,quận 4 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
officetel quận 4 bảng giá,quan-4--gia-bang-gia,T2_giao_dich,officetel,quận 4 (TP.HCM),phrase,1,lead magnet: tải bảng giá,2026-07-28
officetel quận 4 giá bao nhiêu,quan-4--gia-bang-gia,T2_giao_dich,officetel,quận 4 (TP.HCM),phrase,1,long-tail hỏi giá,2026-07-28
mua officetel quận 4,quan-4--mua-ban,T2_giao_dich,officetel,quận 4 (TP.HCM),phrase,1,intent mua trực tiếp,2026-07-28
nhà phố quận 4,quan-4--generic-nha-pho,T2_giao_dich,nhà phố,quận 4 (TP.HCM),phrase,1,head term theo loại hình + khu vực,2026-07-28
nhà phố quận 4 giá,quan-4--gia-bang-gia,T2_giao_dich,nhà phố,quận 4 (TP.HCM),phrase,1,"intent hỏi giá, dẫn về block bảng giá LP",2026-07-28
